origElemNum,globCoord-x,globCoord-y,fluidMechStrainRate-real-xx,fluidMechStrainRate-real-yy,fluidMechStrainRate-real-xy,fluidMechStrainRate-imag-xx,fluidMechStrainRate-imag-yy,fluidMechStrainRate-imag-xy,locCoord-xi,locCoord-eta
32,0.00194,5.80253e-20,3.15168e-14,-0.0494488,0.397509,1.30197e-13,-0.181554,0.491299,1,0.829739
32,0.00195,5.8535e-20,3.16869e-14,-0.0465231,0.381408,1.24935e-13,-0.167781,0.487498,1,0.82028
32,0.00196,5.90448e-20,3.18532e-14,-0.0436742,0.365474,1.19649e-13,-0.154431,0.483752,1,0.810821
32,0.00197,5.95545e-20,3.20215e-14,-0.0409004,0.349701,1.14405e-13,-0.141494,0.480059,1,0.801362
32,0.00198,6.00643e-20,3.21916e-14,-0.0381996,0.334086,1.09143e-13,-0.128959,0.476419,1,0.791903
32,0.00199,6.0574e-20,3.23616e-14,-0.0355701,0.318625,1.03881e-13,-0.116817,0.472829,1,0.782444
32,0.002,6.10838e-20,3.25317e-14,-0.0330099,0.303314,9.86187e-14,-0.105057,0.46929,1,0.772985
32,0.00201,6.15935e-20,3.27075e-14,-0.0305175,0.288149,9.33625e-14,-0.0936694,0.465798,1,0.763526
32,0.00202,6.21033e-20,3.28775e-14,-0.0280912,0.273127,8.81004e-14,-0.0826458,0.462354,1,0.754067
32,0.00203,6.2613e-20,3.30439e-14,-0.0257292,0.258244,8.28154e-14,-0.071977,0.458956,1,0.744608
32,0.00204,6.31228e-20,3.32119e-14,-0.0234301,0.243497,7.75703e-14,-0.0616543,0.455603,1,0.735149
32,0.00205,6.36325e-20,3.33876e-14,-0.0211924,0.228883,7.2314e-14,-0.0516695,0.452294,1,0.72569
32,0.00206,6.41423e-20,3.35541e-14,-0.0190146,0.214397,6.70298e-14,-0.0420146,0.449028,1,0.716231
32,0.00207,6.4652e-20,3.37277e-14,-0.0168953,0.200039,6.17898e-14,-0.0326816,0.445803,1,0.706772
32,0.00208,0,3.39121e-14,-0.0148331,0.185803,5.65296e-14,-0.0236631,0.44262,1,0.697313
32,0.00209,0,3.40814e-14,-0.0128266,0.171688,5.12676e-14,-0.0149517,0.439476,1,0.687854
32,0.0021,0,3.42497e-14,-0.0108746,0.157691,4.60133e-14,-0.00654036,0.436371,1,0.678395
32,0.00211,0,3.44173e-14,-0.00897591,0.143809,4.07406e-14,0.00157782,0.433304,1,0.668937
32,0.00212,6.72008e-20,3.45721e-14,-0.00712922,0.130039,3.54733e-14,0.00940952,0.430275,1,0.659478
32,0.00213,6.77105e-20,3.47421e-14,-0.00533337,0.116379,3.02112e-14,0.0169612,0.427281,1,0.650019
32,0.00214,6.82203e-20,3.49177e-14,-0.00358724,0.102827,2.4955e-14,0.0242392,0.424324,1,0.64056
32,0.00215,6.873e-20,3.50843e-14,-0.00188972,0.0893794,1.96726e-14,0.0312495,0.421401,1,0.631101
32,0.00216,6.92397e-20,3.52577e-14,-0.000239724,0.0760346,1.44307e-14,0.037998,0.418512,1,0.621642
32,0.00217,6.97495e-20,3.5422e-14,0.00136378,0.0627903,9.16267e-15,0.0444906,0.415656,1,0.612183
32,0.00218,7.02592e-20,3.55919e-14,0.0029218,0.0496442,3.90054e-15,0.0507328,0.412833,1,0.602724
32,0.00219,7.0769e-20,3.57619e-14,0.00443533,0.0365942,-1.3616e-15,0.0567299,0.410042,1,0.593265
32,0.0022,7.12787e-20,3.59375e-14,0.00590531,0.0236383,-6.61785e-15,0.0624873,0.407281,1,0.583806
32,0.00221,7.17885e-20,3.61018e-14,0.00733269,0.0107744,-1.18859e-14,0.06801,0.404552,1,0.574347
32,0.00222,7.22982e-20,3.62717e-14,0.00871835,-0.00199928,-1.7148e-14,0.0733031,0.401852,1,0.564888
32,0.00223,7.2808e-20,3.64417e-14,0.0100632,-0.0146848,-2.24102e-14,0.0783712,0.399181,1,0.555429
32,0.00224,7.33177e-20,3.66173e-14,0.011368,-0.0272839,-2.76664e-14,0.0832193,0.396539,1,0.54597
32,0.00225,7.38275e-20,3.6784e-14,0.0126337,-0.0397984,-3.29467e-14,0.0878517,0.393925,1,0.536511
32,0.00226,7.43372e-20,3.69571e-14,0.013861,-0.0522301,-3.81907e-14,0.0922729,0.391338,1,0.527052
32,0.00227,7.4847e-20,3.7127e-14,0.0150508,-0.0645806,-4.34529e-14,0.0964872,0.388778,1,0.517593
32,0.00228,7.53567e-20,3.7297e-14,0.0162037,-0.0768516,-4.8715e-14,0.100499,0.386245,1,0.508134
32,0.00229,7.58665e-20,3.74612e-14,0.0173206,-0.0890447,-5.3983e-14,0.104312,0.383737,1,0.498675
32,0.0023,7.63762e-20,3.76311e-14,0.0184022,-0.101161,-5.92452e-14,0.107931,0.381254,1,0.489216
32,0.00231,7.6886e-20,3.7801e-14,0.0194491,-0.113203,-6.45074e-14,0.111358,0.378797,1,0.479757
32,0.00232,7.73957e-20,3.79766e-14,0.0204621,-0.125172,-6.97636e-14,0.114599,0.376363,1,0.470298
32,0.00233,7.79055e-20,3.81408e-14,0.0214418,-0.137069,-7.50317e-14,0.117657,0.373953,1,0.460839
32,0.00234,7.84152e-20,3.83107e-14,0.0223888,-0.148895,-8.02938e-14,0.120535,0.371567,1,0.451381
32,0.00235,0,3.84844e-14,0.0233038,-0.160652,-8.5545e-14,0.123236,0.369204,1,0.441922
32,0.00236,7.94347e-20,3.86562e-14,0.0241875,-0.172341,-9.08122e-14,0.125765,0.366863,1,0.432463
32,0.00237,7.99445e-20,3.88231e-14,0.0250403,-0.183963,-9.60899e-14,0.128124,0.364544,1,0.423004
32,0.00238,-4.02271e-20,3.89908e-14,0.025863,-0.195521,-1.01328e-13,0.130317,0.362246,1,0.413545
32,0.00239,-4.0482e-20,3.91627e-14,0.026656,-0.207014,-1.06587e-13,0.132347,0.35997,1,0.404086
32,0.0024,-4.07369e-20,3.93318e-14,0.0274199,-0.218445,-1.11849e-13,0.134216,0.357715,1,0.394627
32,0.00241,8.19835e-20,3.95056e-14,0.0281553,-0.229814,-1.17123e-13,0.135929,0.35548,1,0.385168
32,0.00242,8.24932e-20,3.96754e-14,0.0288627,-0.241122,-1.22385e-13,0.137487,0.353265,1,0.375709
32,0.00243,8.3003e-20,3.98396e-14,0.0295426,-0.252371,-1.27653e-13,0.138894,0.35107,1,0.36625
32,0.00244,8.35127e-20,4.00095e-14,0.0301956,-0.263562,-1.32915e-13,0.140152,0.348893,1,0.356791
32,0.00245,8.40224e-20,4.0185e-14,0.030822,-0.274695,-1.38172e-13,0.141265,0.346736,1,0.347332
32,0.00246,8.45322e-20,4.03549e-14,0.0314224,-0.285773,-1.43434e-13,0.142234,0.344598,1,0.337873
32,0.00247,8.50419e-20,4.0522e-14,0.0319973,-0.296795,-1.48709e-13,0.143062,0.342478,1,0.328414
32,0.00248,0,4.0686e-14,0.032547,-0.307763,-1.53951e-13,0.143753,0.340375,1,0.318955
32,0.00249,0,4.08553e-14,0.0330722,-0.318677,-1.59213e-13,0.144307,0.338291,1,0.309496
32,0.0025,0,4.10231e-14,0.0335731,-0.32954,-1.64472e-13,0.144729,0.336224,1,0.300037
32,0.00251,-4.35405e-20,4.11861e-14,0.0340502,-0.34035,-1.69737e-13,0.145019,0.334173,1,0.290578
32,0.00252,0,4.13634e-14,0.034504,-0.351111,-1.74999e-13,0.145181,0.33214,1,0.281119
32,0.00253,0,4.15327e-14,0.0349348,-0.361822,-1.80261e-13,0.145216,0.330122,1,0.27166
32,0.00254,-4.43051e-20,4.16991e-14,0.035343,-0.372484,-1.85517e-13,0.145127,0.328121,1,0.262201
32,0.00255,0,4.18714e-14,0.0357291,-0.383098,-1.90785e-13,0.144915,0.326136,1,0.252742
32,0.00256,0,4.20408e-14,0.0360933,-0.393665,-1.96047e-13,0.144584,0.324167,1,0.243283
32,0.00257,0,4.22101e-14,0.0364361,-0.404186,-2.0131e-13,0.144135,0.322212,1,0.233825
32,0.00258,0,4.23778e-14,0.0367579,-0.414661,-2.06569e-13,0.14357,0.320273,1,0.224366
32,0.00259,-9.11589e-20,4.25316e-14,0.0370589,-0.425092,-2.1182e-13,0.14289,0.318349,1,0.214907
32,0.0026,-9.16687e-20,4.26988e-14,0.0373396,-0.435478,-2.1708e-13,0.142099,0.316439,1,0.205448
32,0.00261,-9.21784e-20,4.28737e-14,0.0376002,-0.445821,-2.22343e-13,0.141197,0.314543,1,0.195989
32,0.00262,-9.26882e-20,4.30381e-14,0.0378411,-0.456122,-2.27606e-13,0.140186,0.312662,1,0.18653
32,0.00263,-9.31979e-20,4.3207e-14,0.0380626,-0.466381,-2.32868e-13,0.139069,0.310794,1,0.177071
32,0.00264,-9.37077e-20,4.33775e-14,0.0382651,-0.476598,-2.38132e-13,0.137847,0.30894,1,0.167612
32,0.00265,-9.42174e-20,4.35492e-14,0.0384488,-0.486775,-2.43391e-13,0.136522,0.3071,1,0.158153
32,0.00266,9.47272e-20,4.37458e-14,0.0386141,-0.496912,-2.48683e-13,0.135095,0.305272,1,0.148694
32,0.00267,9.52369e-20,4.39213e-14,0.0387612,-0.50701,-2.5394e-13,0.133568,0.303458,1,0.139235
32,0.00268,9.57467e-20,4.40889e-14,0.0388905,-0.51707,-2.59211e-13,0.131943,0.301657,1,0.129776
32,0.00269,9.62564e-20,4.42552e-14,0.0390022,-0.527091,-2.6447e-13,0.130221,0.299868,1,0.120317
32,0.0027,9.67662e-20,4.4425e-14,0.0390965,-0.537075,-2.69732e-13,0.128404,0.298091,1,0.110858
32,0.00271,9.72759e-20,4.4604e-14,0.0391739,-0.547022,-2.74991e-13,0.126493,0.296326,1,0.101399
32,0.00272,9.77857e-20,4.47703e-14,0.0392344,-0.556933,-2.80251e-13,0.124489,0.294574,1,0.0919402
32,0.00273,9.82954e-20,4.49344e-14,0.0392785,-0.566809,-2.85519e-13,0.122395,0.292833,1,0.0824812
32,0.00274,9.88052e-20,4.51042e-14,0.0393063,-0.576649,-2.90781e-13,0.120211,0.291104,1,0.0730223
32,0.00275,9.93149e-20,4.52797e-14,0.0393181,-0.586455,-2.96037e-13,0.117939,0.289387,1,0.0635633
32,0.00276,9.98246e-20,4.54474e-14,0.0393142,-0.596226,-3.01307e-13,0.11558,0.28768,1,0.0541044
32,0.00277,0,4.55971e-14,0.0392947,-0.605964,-3.0655e-13,0.113136,0.285985,1,0.0446454
32,0.00278,-1.00844e-19,4.57447e-14,0.03926,-0.615669,-3.11797e-13,0.110608,0.284301,1,0.0351864
32,0.00279,0,4.59357e-14,0.0392102,-0.625342,-3.17074e-13,0.107997,0.282627,1,0.0257275
32,0.0028,0,4.61033e-14,0.0391456,-0.634983,-3.22336e-13,0.105305,0.280964,1,0.0162685
32,0.00281,0,4.62744e-14,0.0390665,-0.644592,-3.27598e-13,0.102532,0.279312,1,0.00680958
32,0.00282,-1.02883e-19,4.64185e-14,0.0389729,-0.65417,-3.32845e-13,0.0996793,0.277669,1,-0.00264938
32,0.00283,-1.03393e-19,4.65798e-14,0.0388651,-0.663717,-3.38113e-13,0.096749,0.276037,1,-0.0121083
32,0.00284,-1.03903e-19,4.67534e-14,0.0387434,-0.673234,-3.43372e-13,0.0937419,0.274415,1,-0.0215673
32,0.00285,-1.04412e-19,4.69223e-14,0.0386079,-0.682722,-3.48634e-13,0.090659,0.272803,1,-0.0310262
32,0.00286,-1.04922e-19,4.70865e-14,0.0384589,-0.69218,-3.53899e-13,0.0875014,0.2712,1,-0.0404852
32,0.00287,-1.05432e-19,4.72649e-14,0.0382965,-0.701609,-3.59155e-13,0.0842703,0.269607,1,-0.0499442
32,0.00288,-1.05942e-19,4.7429e-14,0.038121,-0.71101,-3.6442e-13,0.0809666,0.268023,1,-0.0594031
32,0.00289,-1.06451e-19,4.75979e-14,0.0379324,-0.720383,-3.69682e-13,0.0775915,0.266449,1,-0.0688621
32,0.0029,-1.06961e-19,4.77697e-14,0.0377311,-0.729728,-3.74941e-13,0.074146,0.264884,1,-0.078321
32,0.00291,1.07471e-19,4.79905e-14,0.0375172,-0.739046,-3.80238e-13,0.070631,0.263328,1,-0.08778
32,0.00292,1.07981e-19,4.81659e-14,0.0372908,-0.748337,-3.85494e-13,0.0670476,0.26178,1,-0.0972389
32,0.00293,1.0849e-19,4.8334e-14,0.0370522,-0.757602,-3.9076e-13,0.0633967,0.260242,1,-0.106698
32,0.00294,1.09e-19,4.85038e-14,0.0368015,-0.76684,-3.96022e-13,0.0596792,0.258712,1,-0.116157
32,0.00295,1.0951e-19,4.86695e-14,0.0365389,-0.776053,-4.01287e-13,0.0558961,0.257191,1,-0.125616
32,0.00296,1.1002e-19,4.88393e-14,0.0362645,-0.78524,-4.06549e-13,0.0520483,0.255678,1,-0.135075
32,0.00297,1.10529e-19,4.90147e-14,0.0359785,-0.794403,-4.11806e-13,0.0481367,0.254173,1,-0.144534
32,0.00298,1.11039e-19,4.91829e-14,0.0356811,-0.80354,-4.1707e-13,0.0441622,0.252676,1,-0.153993
32,0.00299,0,4.93227e-14,0.0353725,-0.812654,-4.22315e-13,0.0401256,0.251188,1,-0.163452
32,0.003,0,4.9492e-14,0.0350527,-0.821743,-4.27577e-13,0.0360278,0.249707,1,-0.172911
32,0.00301,0,4.96593e-14,0.0347219,-0.830808,-4.32841e-13,0.0318696,0.248235,1,-0.18237
32,0.00302,0,4.98279e-14,0.0343804,-0.839851,-4.38104e-13,0.0276518,0.24677,1,-0.191829
32,0.00303,0,5.00001e-14,0.0340281,-0.84887,-4.43363e-13,0.0233753,0.245312,1,-0.201287
32,0.00304,-1.14098e-19,5.01366e-14,0.0336653,-0.857866,-4.48608e-13,0.0190408,0.243863,1,-0.210746
32,0.00305,-1.14607e-19,5.02977e-14,0.0332922,-0.86684,-4.53878e-13,0.0146491,0.24242,1,-0.220205
32,0.00306,-1.15117e-19,5.04695e-14,0.0329088,-0.875792,-4.59137e-13,0.0102009,0.240985,1,-0.229664
32,0.00307,-1.15627e-19,5.06412e-14,0.0325152,-0.884722,-4.64396e-13,0.00569701,0.239557,1,-0.239123
32,0.00308,-1.16137e-19,5.08024e-14,0.0321117,-0.89363,-4.69667e-13,0.00113816,0.238137,1,-0.248582
32,0.00309,-1.16646e-19,5.09763e-14,0.0316984,-0.902517,-4.74923e-13,-0.00347493,0.236723,1,-0.258041
32,0.0031,-1.17156e-19,5.11452e-14,0.0312753,-0.911383,-4.80185e-13,-0.00814157,0.235317,1,-0.2675
32,0.00311,-1.17666e-19,5.13091e-14,0.0308426,-0.920229,-4.85453e-13,-0.012861,0.233917,1,-0.276959
32,0.00312,-1.18176e-19,5.14881e-14,0.0304005,-0.929054,-4.90703e-13,-0.0176327,0.232524,1,-0.286418
32,0.00313,-1.18685e-19,5.16492e-14,0.0299489,-0.937858,-4.95974e-13,-0.0224558,0.231137,1,-0.295877
32,0.00314,-1.19195e-19,5.18209e-14,0.0294882,-0.946643,-5.01234e-13,-0.0273297,0.229758,1,-0.305336
32,0.00315,-1.19705e-19,5.19899e-14,0.0290184,-0.955408,-5.06496e-13,-0.0322539,0.228384,1,-0.314795
32,0.00316,0,5.22016e-14,0.0285395,-0.964154,-5.11769e-13,-0.0372275,0.227018,1,-0.324254
32,0.00317,0,5.2371e-14,0.0280518,-0.97288,-5.17031e-13,-0.0422501,0.225657,1,-0.333713
32,0.00318,0,5.2538e-14,0.0275553,-0.981588,-5.22297e-13,-0.047321,0.224303,1,-0.343172
32,0.00319,0,5.27097e-14,0.0270501,-0.990277,-5.27555e-13,-0.0524396,0.222955,1,-0.352631
32,0.0032,0,5.2879e-14,0.0265364,-0.998947,-5.32817e-13,-0.0576052,0.221613,1,-0.36209
32,0.00321,0,5.30484e-14,0.0260143,-1.0076,-5.38079e-13,-0.0628174,0.220277,1,-0.371549
32,0.00322,0,5.32177e-14,0.0254838,-1.01623,-5.43341e-13,-0.0680754,0.218948,1,-0.381008
32,0.00323,0,5.3387e-14,0.024945,-1.02485,-5.48603e-13,-0.0733789,0.217624,1,-0.390467
32,0.00324,0,5.35564e-14,0.0243982,-1.03345,-5.53865e-13,-0.0787271,0.216306,1,-0.399926
32,0.00325,0,5.37257e-14,0.0238433,-1.04203,-5.59127e-13,-0.0841196,0.214993,1,-0.409385
32,0.00326,0,5.38927e-14,0.0232804,-1.05059,-5.64394e-13,-0.0895559,0.213686,1,-0.418843
32,0.00327,0,5.40616e-14,0.0227097,-1.05914,-5.69654e-13,-0.0950353,0.212385,1,-0.428302
32,0.00328,0,5.42338e-14,0.0221313,-1.06767,-5.74913e-13,-0.100557,0.21109,1,-0.437761
32,0.00329,-6.34207e-20,5.43843e-14,0.0215452,-1.07619,-5.80162e-13,-0.106122,0.2098,1,-0.44722
32,0.0033,-6.36755e-20,5.45478e-14,0.0209516,-1.08468,-5.8543e-13,-0.111727,0.208515,1,-0.456679
32,0.00331,-6.39304e-20,5.47178e-14,0.0203504,-1.09316,-5.90696e-13,-0.117374,0.207236,1,-0.466138
32,0.00332,-6.41853e-20,5.48918e-14,0.0197419,-1.10163,-5.95948e-13,-0.123062,0.205961,1,-0.475597
32,0.00333,0,5.50805e-14,0.0191261,-1.11008,-6.01223e-13,-0.12879,0.204693,1,-0.485056
32,0.00334,0,5.52499e-14,0.0185031,-1.11851,-6.06485e-13,-0.134557,0.203429,1,-0.494515
32,0.00335,0,5.54192e-14,0.017873,-1.12693,-6.11747e-13,-0.140364,0.20217,1,-0.503974
32,0.00336,0,5.55886e-14,0.0172358,-1.13534,-6.17009e-13,-0.146209,0.200917,1,-0.513433
32,0.00337,0,5.57579e-14,0.0165917,-1.14372,-6.22271e-13,-0.152093,0.199668,1,-0.522892
32,0.00338,0,5.59273e-14,0.0159407,-1.1521,-6.27533e-13,-0.158015,0.198424,1,-0.532351
32,0.00339,0,5.60938e-14,0.0152829,-1.16046,-6.32798e-13,-0.163974,0.197186,1,-0.54181
32,0.0034,0,5.62635e-14,0.0146183,-1.1688,-6.38064e-13,-0.16997,0.195952,1,-0.551269
32,0.00341,0,5.64353e-14,0.0139472,-1.17713,-6.4332e-13,-0.176003,0.194722,1,-0.560728
32,0.00342,0,5.66047e-14,0.0132695,-1.18545,-6.48582e-13,-0.182072,0.193498,1,-0.570187
32,0.00343,0,5.67715e-14,0.0125852,-1.19375,-6.5385e-13,-0.188176,0.192278,1,-0.579646
32,0.00344,0,5.69433e-14,0.0118946,-1.20204,-6.59106e-13,-0.194316,0.191062,1,-0.589105
32,0.00345,0,5.71127e-14,0.0111976,-1.21031,-6.64368e-13,-0.200491,0.189852,1,-0.598564
32,0.00346,0,5.7282e-14,0.0104944,-1.21857,-6.6963e-13,-0.2067,0.188645,1,-0.608023
32,0.00347,0,5.74486e-14,0.0097849,-1.22682,-6.74895e-13,-0.212944,0.187443,1,-0.617482
32,0.00348,0,5.76207e-14,0.00906931,-1.23505,-6.80154e-13,-0.219221,0.186246,1,-0.626941
32,0.00349,0,5.77901e-14,0.00834765,-1.24328,-6.85416e-13,-0.225532,0.185053,1,-0.636399
32,0.0035,-6.8773e-20,5.79367e-14,0.00762,-1.25148,-6.90662e-13,-0.231875,0.183864,1,-0.645858
32,0.00351,0,5.81288e-14,0.00688642,-1.25968,-6.9594e-13,-0.238252,0.182679,1,-0.655317
32,0.00352,0,5.82955e-14,0.00614698,-1.26786,-7.01209e-13,-0.24466,0.181499,1,-0.664776
32,0.00353,0,5.84675e-14,0.00540173,-1.27603,-7.06464e-13,-0.251101,0.180322,1,-0.674235
32,0.00354,0,5.86368e-14,0.00465075,-1.28419,-7.11726e-13,-0.257573,0.17915,1,-0.683694
32,0.00355,0,5.88062e-14,0.00389409,-1.29234,-7.16988e-13,-0.264077,0.177982,1,-0.693153
32,0.00356,0,5.89727e-14,0.00313182,-1.30047,-7.22253e-13,-0.270611,0.176818,1,-0.702612
32,0.00357,0,5.91449e-14,0.002364,-1.30859,-7.27512e-13,-0.277176,0.175658,1,-0.712071
32,0.00358,0,5.93142e-14,0.00159069,-1.3167,-7.32774e-13,-0.283771,0.174502,1,-0.72153
32,0.00359,0,5.94836e-14,0.000811946,-1.3248,-7.38036e-13,-0.290396,0.173349,1,-0.730989
32,0.0036,0,5.96502e-14,2.78267e-05,-1.33288,-7.43306e-13,-0.297051,0.172201,1,-0.740448
32,0.00361,0,5.98223e-14,-0.000761609,-1.34096,-7.4856e-13,-0.303735,0.171056,1,-0.749907
32,0.00362,0,5.99916e-14,-0.00155631,-1.34902,-7.53822e-13,-0.310447,0.169915,1,-0.759366
32,0.00363,0,6.0161e-14,-0.00235621,-1.35707,-7.59084e-13,-0.317189,0.168778,1,-0.768825
32,0.00364,0,6.03275e-14,-0.00316126,-1.36511,-7.64349e-13,-0.323959,0.167644,1,-0.778284
32,0.00365,0,6.04996e-14,-0.0039714,-1.37314,-7.69608e-13,-0.330757,0.166514,1,-0.787743
32,0.00366,0,6.0669e-14,-0.00478659,-1.38116,-7.7487e-13,-0.337583,0.165388,1,-0.797202
32,0.00367,-7.31059e-20,6.08126e-14,-0.00560676,-1.38917,-7.80115e-13,-0.344436,0.164265,1,-0.806661
32,0.00368,0,6.10077e-14,-0.00643188,-1.39717,-7.85394e-13,-0.351316,0.163146,1,-0.81612
32,0.00369,0,6.1177e-14,-0.00726188,-1.40516,-7.90656e-13,-0.358223,0.162031,1,-0.825579
32,0.0037,0,6.13464e-14,-0.00809671,-1.41313,-7.95918e-13,-0.365157,0.160918,1,-0.835038
32,0.00371,-7.41254e-20,6.14864e-14,-0.00893633,-1.4211,-8.01172e-13,-0.372117,0.159809,1,-0.844496
32,0.00372,0,6.16851e-14,-0.00978069,-1.42905,-8.06442e-13,-0.379104,0.158704,1,-0.853955
32,0.00373,0,6.18516e-14,-0.0106297,-1.437,-8.11707e-13,-0.386116,0.157602,1,-0.863414
32,0.00374,0,6.20238e-14,-0.0114834,-1.44494,-8.16966e-13,-0.393154,0.156503,1,-0.872873
32,0.00375,0,6.21931e-14,-0.0123417,-1.45286,-8.22228e-13,-0.400217,0.155408,1,-0.882332
32,0.00376,0,6.23596e-14,-0.0132045,-1.46078,-8.27493e-13,-0.407305,0.154315,1,-0.891791
32,0.00377,0,6.25289e-14,-0.0140718,-1.46868,-8.32763e-13,-0.414417,0.153226,1,-0.90125
32,0.00378,0,6.27012e-14,-0.0149436,-1.47658,-8.38014e-13,-0.421555,0.152141,1,-0.910709
32,0.00379,0,6.28705e-14,-0.0158198,-1.48447,-8.43276e-13,-0.428716,0.151058,1,-0.920168
32,0.0038,0,6.30399e-14,-0.0167003,-1.49235,-8.48538e-13,-0.435902,0.149978,1,-0.929627
32,0.00381,0,6.32092e-14,-0.0175852,-1.50021,-8.538e-13,-0.443111,0.148902,1,-0.939086
32,0.00382,0,6.33756e-14,-0.0184744,-1.50807,-8.59073e-13,-0.450344,0.147828,1,-0.948545
32,0.00383,0,6.35479e-14,-0.0193678,-1.51592,-8.64324e-13,-0.457601,0.146758,1,-0.958004
32,0.00384,0,6.37144e-14,-0.0202653,-1.52376,-8.69589e-13,-0.46488,0.145691,1,-0.967463
32,0.00385,-7.76936e-20,6.3852e-14,-0.0211671,-1.5316,-8.74836e-13,-0.472182,0.144626,1,-0.976922
32,0.00386,-7.79485e-20,6.40269e-14,-0.0220729,-1.53942,-8.80092e-13,-0.479507,0.143565,1,-0.986381
28,0.00387,-1.56407e-19,-2.65706e-13,0.0462801,-2.02661,-3.61929e-13,0.877298,-8.53554,1,1.00416
28,0.00388,-7.84582e-20,-2.64621e-13,0.0451969,-1.94329,-3.66068e-13,0.857975,-8.42142,1,0.994701
28,0.00389,-1.57426e-19,-2.6367e-13,0.0441247,-1.86023,-3.70573e-13,0.838898,-8.30771,1,0.985242
28,0.0039,-1.57936e-19,-2.62638e-13,0.0430633,-1.77745,-3.74899e-13,0.820066,-8.1944,1,0.975783
28,0.00391,-7.92229e-20,-2.61609e-13,0.0420125,-1.69493,-3.7904e-13,0.801476,-8.0815,1,0.966324
28,0.00392,-7.94777e-20,-2.60596e-13,0.0409724,-1.61268,-3.83367e-13,0.783125,-7.96899,1,0.956865
28,0.00393,-7.97326e-20,-2.59569e-13,0.0399429,-1.53069,-3.87699e-13,0.765012,-7.85688,1,0.947406
28,0.00394,-7.99875e-20,-2.58569e-13,0.0389237,-1.44896,-3.92022e-13,0.747134,-7.74515,1,0.937948
28,0.00395,-1.60485e-19,-2.57576e-13,0.0379148,-1.36748,-3.96518e-13,0.729489,-7.63381,1,0.928489
28,0.00396,-1.60994e-19,-2.56567e-13,0.0369162,-1.28626,-4.00849e-13,0.712074,-7.52286,1,0.91903
28,0.00397,-1.61504e-19,-2.55565e-13,0.0359276,-1.20529,-4.05169e-13,0.694888,-7.41228,1,0.909571
28,0.00398,-1.62014e-19,-2.5455e-13,0.0349491,-1.12457,-4.09494e-13,0.677928,-7.30208,1,0.900112
28,0.00399,-1.62524e-19,-2.53519e-13,0.0339806,-1.0441,-4.1382e-13,0.661193,-7.19225,1,0.890653
28,0.004,-1.63033e-19,-2.52488e-13,0.0330218,-0.963869,-4.18146e-13,0.644679,-7.08278,1,0.881194
28,0.00401,-1.63543e-19,-2.51486e-13,0.0320728,-0.883883,-4.22467e-13,0.628386,-6.97368,1,0.871735
28,0.00402,-1.64053e-19,-2.50471e-13,0.0311335,-0.804137,-4.26792e-13,0.612311,-6.86495,1,0.862276
28,0.00403,-8.22813e-20,-2.4945e-13,0.0302037,-0.724629,-4.30969e-13,0.596451,-6.75657,1,0.852817
28,0.00404,-8.25362e-20,-2.48424e-13,0.0292834,-0.645357,-4.353e-13,0.580806,-6.64854,1,0.843358
28,0.00405,-8.27911e-20,-2.47423e-13,0.0283725,-0.566318,-4.39623e-13,0.565372,-6.54087,1,0.833899
28,0.00406,-8.3046e-20,-2.46385e-13,0.0274709,-0.487511,-4.43958e-13,0.550148,-6.43354,1,0.82444
28,0.00407,-8.33008e-20,-2.45397e-13,0.0265785,-0.408933,-4.48278e-13,0.535133,-6.32656,1,0.814981
28,0.00408,-8.35557e-20,-2.44359e-13,0.0256952,-0.330583,-4.52613e-13,0.520324,-6.21992,1,0.805522
28,0.00409,-1.67621e-19,-2.43366e-13,0.024821,-0.252457,-4.57066e-13,0.505719,-6.11362,1,0.796063
28,0.0041,-1.68131e-19,-2.42351e-13,0.0239557,-0.174555,-4.61391e-13,0.491316,-6.00765,1,0.786604
28,0.00411,-1.68641e-19,-2.41336e-13,0.0230994,-0.0968733,-4.65716e-13,0.477114,-5.90202,1,0.777145
